Data,Sentiment
বাজে একটা নাটক  ভাষা গুলো খুব বাজে বাংলা নাটক দিন দিন বাজে হয় যাচছে,0
বোকা ছেলেরাই বেশি কেয়ারিং হয় মেয়েদের এটা বুঝতে হবে,0
এই সব নাটক না করে শরাসরি  ভিডিও বানাইলেই পারতেন,0
শেষ টা ভালো লাগলো না নাটকে এটা মানায় না,0
সুনদর নাটক আমার খুব ভাললেগেছে,1
ফালতু নাটক মিনিট হুদাই নষট করলাম,0
খুব ভালো লাগলো নাটকটি দেখে,1
নাটক টি  যত দেখি তত দেখতে ইচছা করে,1
শেষ টা অসাধারণ ছিল আর নাটকের মূল মেসেজ ছিল নামাজ,1
নাটকের অনেক ভুল আছেকিছু কষেতরে মিল নেই,0
শেষটা ভালো লাগলো না তাই আরো এক পবো চাই,0
 বড় ছেলে নাটকটা অসাধারণ হয়েছে এই রকম নাটক দেখিনি,1
এই নাটকটা আমার জীবনের সেরা নাটক,1
আমি কখনো কমেনটস করি নাই ৷অসাধারণ হইছে,1
আগে ভালো বাসতাম অপূরবকে আর এখন নিশুকে,1
তিশার অভিনয় অসকার পাওয়ার মত হইছে,1
এই সব বালছাল মারকা নাটক বানায় কে আর দেখেই বা কে,0
বোঝেনা  বোকা নিরবোধ,0
নাটকের ফিনিশিং টা ভালো হলো না,0
আমার দেখা সেরা নাটক অনেক হাসলাম শামিম তুমি বেসট ভাই,1
বিঙগাপনটা একটু বেশিই হয়ে গেছে কি বলেন সবাই,0
নাটকটার কিছু  কিছু    আমার কাছে তেমন ভালো লাগে নাই,0
অামার দেখা জীবনের সেরা নাটক এটা,1
মাদারিরা নাটকের মধযে ও এড দেয়,0
